Species,Species >1970,Species <1970,List,Region,Region code,Subregion,subregion code,Geo subreg,Lat,Long,Status comment,STATUS,Group,VER-INV-PP,NS stand,Year,Period,REL,EC,TC,TS-0ther,TS-ball,TS-hull,COR,UNA,UNK,,,,,,,,,
"Scolelepis (Parascolelepis) gilchristi (Day, 1961)","Scolelepis (Parascolelepis) gilchristi (Day, 1961)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,,,,,,,,,1,,,,,,,,,
Scolelepis korsuni ex c.f. bonnieri,Scolelepis korsuni ex c.f. bonnieri,,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1994,1994-1999,,,,,0.5,0.5,,,,,,,,,,,,
"Scolionema suvaense (Agassiz & Mayer, 1899)",,"Scolionema suvaense (Agassiz & Mayer, 1899)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1950,1950,<1970,,,,,1,,,,,,,,,,,,,
"Scomberomorus commerson (Lacepède, 1800)","Scomberomorus commerson (Lacepède, 1800)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,2017,2017,2012-2017,,,,,,,,1,,,,,,,,,,
"Scomberomorus commerson (Lacepède, 1800)","Scomberomorus commerson (Lacepède, 1800)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2008,2008,2006-2011,,,,,,,,1,,,,,,,,,,
"Scyllarus caparti Holthuis, 1952","Scyllarus caparti Holthuis, 1952",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,0.333,,,,0.333,0.333,,,,,,,,,,,,
"Scyllarus caparti Holthuis, 1952","Scyllarus caparti Holthuis, 1952",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2007,2007,2006-2011,0.333,,,,0.333,0.333,,,,,,,,,,,,
"Scytosiphon dotyi M.J.Wynne, 1969",,"Scytosiphon dotyi M.J.Wynne, 1969",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,1968,1968,<1970,,,1,,,,,,,,,,,,,,,
"Scytosiphon dotyi M.J.Wynne, 1969",,"Scytosiphon dotyi M.J.Wynne, 1969",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,<1991,1990,1988-1993,,,0.3,,0.3,0.3,,,,,,,,,,,,
"Scytosiphon dotyi M.J.Wynne, 1969",,"Scytosiphon dotyi M.J.Wynne, 1969",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1994,1994,1994-1999,,,1,,,,,,,,,,,,,,,
"Sebastes schlegelii Hilgendorf, 1880 ","Sebastes schlegelii Hilgendorf, 1880 ",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Vertebrate,VER,,2008,2006-2011,0.5,,,,0.5,,,,,,,,,,,,,
"Sebastiscus marmoratus (Cuvier, 1829)","Sebastiscus marmoratus (Cuvier, 1829)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2016,2012-2017,,,,,1,,,,,,,,,,,,,
"Sepioteuthis lessoniana Férussac [in Lesson], 1831","Sepioteuthis lessoniana Férussac [in Lesson], 1831",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,,,,1,,,,,,,,,,
"Sepioteuthis lessoniana Férussac [in Lesson], 1831","Sepioteuthis lessoniana Férussac [in Lesson], 1831",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2009,2009,2006-2011,,,,,,,,1,,,,,,,,,,
"Septifer cumingii Récluz, 1848","Septifer cumingii Récluz, 1848",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2005,2005,2000-2005,,,,,,0.5,,0.5,,,,,,,,,,
"Sigambra parva (Day, 1963)","Sigambra parva (Day, 1963)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,questionable,Invertebrate,INV,1996,1996,1994-1999,,,,,,1,,,,,,,,,,,,
"Sigambra parva (Day, 1963)","Sigambra parva (Day, 1963)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,questionable,Invertebrate,INV,1980,1980,1976-1981,,,,,0.5,0.5,,,,,,,,,,,,
"Sigambra parva (Day, 1963)","Sigambra parva (Day, 1963)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,questionable,Invertebrate,INV,1975,1975,1970-1975,,,,,0.5,0.5,,,,,,,,,,,,
"Sigambra parva (Day, 1963)","Sigambra parva (Day, 1963)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,questionable,Invertebrate,INV,1996,1996,1994-1999,,,,,0.5,0.5,,,,,,,,,,,,
"Siganus fuscescens  (Houttuyn, 1782)","Siganus fuscescens  (Houttuyn, 1782)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Vertebrate,VER,2020,2020,2018-2020,,,,,0.5,0.5,,,,,,,,,,,,
"Siganus virgatus (Valenciennes, 1835)","Siganus virgatus (Valenciennes, 1835)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Vertebrate,VER,1975,1975,1970-1975,,,,,,,,,1,,,,,,,,,
"Siganus luridus (Rüppell, 1829)",,"Siganus luridus (Rüppell, 1829)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Vertebrate,VER,2010,2010,2006-2011,,,,,,,,1,,,,,,,,,,
"Siganus luridus (Rüppell, 1829)",,"Siganus luridus (Rüppell, 1829)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,1973,1973,1970-1975,,,,,,,,1,,,,,,,,,,
"Siganus luridus (Rüppell, 1829)",,"Siganus luridus (Rüppell, 1829)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,1964,1964,<1970,,,,,,,,1,,,,,,,,,,
"Siganus luridus (Rüppell, 1829)",,"Siganus luridus (Rüppell, 1829)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Vertebrate,VER,2004,2004,2000-2005,,,,,,,,1,,,,,,,,,,
"Siganus rivulatus Forsskål & Niebuhr, 1775",,"Siganus rivulatus Forsskål & Niebuhr, 1775",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Vertebrate,VER,2000,2000,2000-2005,,,,,,,,1,,,,,,,,,,
"Siganus rivulatus Forsskål & Niebuhr, 1775",,"Siganus rivulatus Forsskål & Niebuhr, 1775",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,2007,2007,2006-2011,,,,,,,,1,,,,,,,,,,
"Siganus rivulatus Forsskål & Niebuhr, 1775",,"Siganus rivulatus Forsskål & Niebuhr, 1775",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,1925,1925,<1970,,,,,,,,1,,,,,,,,,,
"Siganus rivulatus Forsskål & Niebuhr, 1775",,"Siganus rivulatus Forsskål & Niebuhr, 1775",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Vertebrate,VER,2008,2008,2006-2011,,,,,,,,1,,,,,,,,,,
"Sigmamiliolinella australis (Parr, 1932)","Sigmamiliolinella australis (Parr, 1932)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,2016,2016,2012-2017,,,,,,,,1,,,,,,,,,,
"Sigmamiliolinella australis (Parr, 1932)","Sigmamiliolinella australis (Parr, 1932)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,2014,2014,2012-2017,,,,,,,,1,,,,,,,,,,
"Sigmamiliolinella australis (Parr, 1932)","Sigmamiliolinella australis (Parr, 1932)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,2001,2001,2000-2005,,,,,,,,1,,,,,,,,,,
"Sigmamiliolinella australis (Parr, 1932)","Sigmamiliolinella australis (Parr, 1932)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1999,1999,1994-1999,,,,,,,,1,,,,,,,,,,
"Sillago suezensis Golani, Fricke & Tikochinski, 2013","Sillago suezensis Golani, Fricke & Tikochinski, 2013",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2009,2009,2006-2011,,,,,,,,1,,,,,,,,,,
"Sinelobus vanhaareni Bamber, 2014","Sinelobus vanhaareni Bamber, 2014",,msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,,non-indigenous,Invertebrate,INV,2010,2010,2006-2011,,,,,,0.5,,0.5,,,,,,,,,,
"Sinelobus vanhaareni Bamber, 2014","Sinelobus vanhaareni Bamber, 2014",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2006,2006-2011,,,,,,0.5,,0.5,,,,,,,,,,
"Sinezona plicata (Hedley, 1899)","Sinezona plicata (Hedley, 1899)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2019,2019,2018-2020,,,,,0.5,0.5,,,,,,,,,,,,
"Smaragdia souverbiana (Montrouzier in Souverbie & Montrouzier, 1863)","Smaragdia souverbiana (Montrouzier in Souverbie & Montrouzier, 1863)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2012,2012,2012-2017,,,,,,,,1,,,,,,,,,,
"Smaragdia souverbiana (Montrouzier in Souverbie & Montrouzier, 1863)","Smaragdia souverbiana (Montrouzier in Souverbie & Montrouzier, 1863)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1993,1993,1988-1993,,,,,,,,1,,,,,,,,,,
"Smittina nitidissima (Hincks, 1880)","Smittina nitidissima (Hincks, 1880)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2014,2014,2012-2017,,,,,,,,1,,,,,,,,,,
"Smittoidea prolifica Osburn, 1952","Smittoidea prolifica Osburn, 1952",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1995,1994-1999,,,1,,,,,,,,,,,,,,,
Solieria chordalis (C.Agardh) J.Agardh,,Solieria chordalis (C.Agardh) J.Agardh,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"partly native, MED",non-indigenous,Primary producer,PP,<1822,1822,<1970,,,,1,,,,,,,,,,,,,,
Solieria sp.,Solieria sp.,,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,genus level,genus level,Primary producer,PP,2005,2005,2000-2005,,,1,,,,,,,,,,,,,,,
"Solieria filiformis (Kützing) P.W.Gabrielson, 1985",,"Solieria filiformis (Kützing) P.W.Gabrielson, 1985",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,2003,2003,2000-2005,,,,,,1,,,,,,,,,,,,
"Solieria filiformis (Kützing) P.W.Gabrielson, 1985",,"Solieria filiformis (Kützing) P.W.Gabrielson, 1985",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,1922,1922,<1970,,,,,,1,,,,,,,,,,,,
"Solieria filiformis (Kützing) P.W.Gabrielson, 1985",,"Solieria filiformis (Kützing) P.W.Gabrielson, 1985",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1999,1999,1994-1999,,,1,,,,,,,,,,,,,,,
"Sorites variabilis Lacroix, 1941","Sorites variabilis Lacroix, 1941",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1996,1996,1994-1999,,,,,,,,1,,,,,,,,,,
Spartina anglica C.E. Hubbard=Spartina townsendii var. anglica C.E. Hubbard,,Spartina anglica C.E. Hubbard=Spartina townsendii var. anglica C.E. Hubbard,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1924,1924,<1970,1,,,,,,,,,,,,,,,,,
Spartina anglica C.E. Hubbard=Spartina townsendii var. anglica C.E. Hubbard,,Spartina anglica C.E. Hubbard=Spartina townsendii var. anglica C.E. Hubbard,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Primary producer,PP,,1925,<1970,1,,,,,,,,,,,,,,,,,
Spartina anglica C.E. Hubbard=Spartina townsendii var. anglica C.E. Hubbard,,Spartina anglica C.E. Hubbard=Spartina townsendii var. anglica C.E. Hubbard,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1894,<1970,1,,,,,,,,,,,,,,,,,
Spartina densiflora Brongn.,Spartina densiflora Brongn.,,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1986,1986,1982-1987,,,1,,,,,,,,,,,,,,,
Spartina patens (Aiton) Muhl.,Spartina patens (Aiton) Muhl.,,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1986,1986,1982-1987,,,1,,,,,,,,,,,,,,,
Spartina versicolor = S. patens,,Spartina versicolor = S. patens,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,questionable,Primary producer,PP,1849,1849,<1970,1,,,,,,,,,,,,,,,,,
Spartina alterniflora Loisel.,,Spartina alterniflora Loisel.,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1806,1806,<1970,1,,,,,,,,,,,,,,,,,
Spartina townsendii H. & J. Groves,,Spartina townsendii H. & J. Groves,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,questionable,Primary producer,PP,,1930,<1970,,,,,,1,,,,,,,,,,,,
"Sparus aurata Linnaeus, 1758 ","Sparus aurata Linnaeus, 1758 ",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,"partly native, NEA-MED",non-indigenous,Vertebrate,VER,,2000,2000-2005,,0.5,,0.5,,,,,,,,,,,,,,
"Spermothamnion cymosum (Harvey) De Toni, 1903","Spermothamnion cymosum (Harvey) De Toni, 1903",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,2010,2010,2006-2011,,,,,,1,,,,,,,,,,,,
"Sphaeroma walkeri Stebbing, 1905","Sphaeroma walkeri Stebbing, 1905",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Sphaeroma walkeri Stebbing, 1905","Sphaeroma walkeri Stebbing, 1905",,msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,2004,2004,2000-2005,,,,,0.5,0.5,,,,,,,,,,,,
"Sphaeroma walkeri Stebbing, 1905","Sphaeroma walkeri Stebbing, 1905",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2018,2018,2018-2020,,,,,0.5,0.5,,,,,,,,,,,,
"Sphaeroma walkeri Stebbing, 1905","Sphaeroma walkeri Stebbing, 1905",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Sphaeroma walkeri Stebbing, 1905","Sphaeroma walkeri Stebbing, 1905",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,2015,2012-2017,,,,,,1,,,,,,,,,,,,
"Sphaeroma walkeri Stebbing, 1905","Sphaeroma walkeri Stebbing, 1905",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,,,,,0.333,0.333,0.333,,,,,,,,,,,
"Sphaerotrichia firma (E.S.Gepp) A.D.Zinova, 1958","Sphaerotrichia firma (E.S.Gepp) A.D.Zinova, 1958",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1981,1981,1976-1981,,,1,,,,,,,,,,,,,,,
"Sphaerozius nitidus Stimpson, 1858","Sphaerozius nitidus Stimpson, 1858",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2013,2013,2012-2017,,,,,,,,1,,,,,,,,,,
"Sphyraena chrysotaenia Klunzinger, 1884",,"Sphyraena chrysotaenia Klunzinger, 1884",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Vertebrate,VER,2000,2000,2000-2005,,,,,,,,1,,,,,,,,,,
"Sphyraena chrysotaenia Klunzinger, 1884",,"Sphyraena chrysotaenia Klunzinger, 1884",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,1993,1993,1988-1993,,,,,,,,1,,,,,,,,,,
"Sphyraena chrysotaenia Klunzinger, 1884",,"Sphyraena chrysotaenia Klunzinger, 1884",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,1964,1964,<1970,,,,,,,,1,,,,,,,,,,
"Sphyraena flavicauda Rüppell, 1838","Sphyraena flavicauda Rüppell, 1838",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2003,2003,2000-2005,,,,,,,,1,,,,,,,,,,
"Spirobranchus tetraceros (Schmarda, 1861)","Spirobranchus tetraceros (Schmarda, 1861)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2016,2016,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Spirobranchus tetraceros (Schmarda, 1861)","Spirobranchus tetraceros (Schmarda, 1861)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1970,1970,1970-1975,,,,,0.5,0.5,,,,,,,,,,,,
"Spirobranchus tetraceros (Schmarda, 1861)","Spirobranchus tetraceros (Schmarda, 1861)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Spiroloculina angulata Cushman, 1917","Spiroloculina angulata Cushman, 1917",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,1996,1996,1994-1999,,,,,,,,1,,,,,,,,,,
"Spiroloculina antillarum d'Orbigny, 1839",,"Spiroloculina antillarum d'Orbigny, 1839",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Primary producer,PP,1911,1911,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897","Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2009,2009,2006-2011,,,,,0.5,0.5,,,,,,,,,,,,
"Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897","Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2008,2008,2006-2011,,,,,0.5,0.5,,,,,,,,,,,,
"Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897","Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1996,1996,1994-1999,,,,,0.5,0.5,,,,,,,,,,,,
"Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897","Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,1974,1970-1975,,,,,0.5,0.5,,,,,,,,,,,,
"Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897","Spirorbis (Spirorbis) marioni Caullery & Mesnil, 1897",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,,,,,0.5,0.5,,,,,,,,,,,,
"Spondylus spinosus Schreibers, 1793","Spondylus spinosus Schreibers, 1793",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2001,2001,2000-2005,,,,,,0.5,,0.5,,,,,,,,,,
"Spongoclonium caribaeum (Børgesen) M.J.Wynne, 2005",,"Spongoclonium caribaeum (Børgesen) M.J.Wynne, 2005",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,1967,1967,<1970,,,,,,,,,1,,,,,,,,,
"Spongoclonium caribaeum (Børgesen) M.J.Wynne, 2005",,"Spongoclonium caribaeum (Børgesen) M.J.Wynne, 2005",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,1967,<1970,,,,,,1,,,,,,,,,,,,
"Spongoclonium caribaeum (Børgesen) M.J.Wynne, 2005",,"Spongoclonium caribaeum (Børgesen) M.J.Wynne, 2005",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1974,1974,1970-1975,,,,,,1,,,,,,,,,,,,
"Spratelloides delicatulus (Bennett, 1832)","Spratelloides delicatulus (Bennett, 1832)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2014,2014,2012-2017,,,,,,,,1,,,,,,,,,,
"Stegastes variabilis (Castelnau, 1855)","Stegastes variabilis (Castelnau, 1855)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,2014,2014,2012-2017,,,,,1,,,,,,,,,,,,,
"Stenothoe georgiana Bynum & Fox, 1977","Stenothoe georgiana Bynum & Fox, 1977",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,,,1,,,,,,,,,,,,,,
"Stenothoe georgiana Bynum & Fox, 1977","Stenothoe georgiana Bynum & Fox, 1977",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2011,2011,2006-2011,,,,,,1,,,,,,,,,,,,
"Stenothoe georgiana Bynum & Fox, 1977","Stenothoe georgiana Bynum & Fox, 1977",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2016,2016,2012-2017,,,,1,,,,,,,,,,,,,,
"Stenothoe georgiana Bynum & Fox, 1977","Stenothoe georgiana Bynum & Fox, 1977",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,2013,2012-2017,,,,,,1,,,,,,,,,,,,
"Stenothoe georgiana Bynum & Fox, 1977","Stenothoe georgiana Bynum & Fox, 1977",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2010,2010,2006-2011,,,,1,,,,,,,,,,,,,,
"Stephanolepis diaspros Fraser-Brunner, 1940",,"Stephanolepis diaspros Fraser-Brunner, 1940",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Vertebrate,VER,2002,2002,2000-2005,,,,,,,,1,,,,,,,,,,
"Stephanolepis diaspros Fraser-Brunner, 1940",,"Stephanolepis diaspros Fraser-Brunner, 1940",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,1967,1967,<1970,,,,,,,,1,,,,,,,,,,
